소비일자,소비업종,성별,연령대,소비건수합계
20200525,스포츠/문화/레저,남성,50대,67045
20200711,주유,여성,40대,83681
20190510,교육/학원,여성,40대,72143
20190505,가전/가구,여성,30대,35669
20200511,여행/교통,여성,60대이상,8963
20190519,여행/교통,남성,20대,42115
20200504,가전/가구,남성,40대,57654
20190528,교육/학원,남성,50대,27024
20190611,편의점,여성,60대이상,52428
20200512,의료,여성,40대,236752
20150628,교육/학원,여성,40대,39635
20200511,교육/학원,여성,60대이상,5438
20200612,가정생활/서비스,여성,40대,1845
20200619,할인점/마트,남성,60대이상,343610
20200712,의료,남성,40대,41911
20190531,할인점/마트,여성,60대이상,341343
20150721,가정생활/서비스,남성,60대이상,1264
20150501,스포츠/문화/레저,남성,60대이상,24107
20190613,패션/잡화,남성,60대이상,12913
20150729,요식/유흥,남성,20대,302241
20150504,교육/학원,남성,20대,7542
20150713,스포츠/문화/레저,남성,50대,37039
20190712,편의점,여성,40대,300816
20190714,교육/학원,여성,60대이상,3748
20150504,의료,여성,50대,204281
20150711,가전/가구,남성,30대,38158
20190527,주유,여성,50대,79223
20190615,교육/학원,여성,50대,20236
20190629,가전/가구,남성,40대,42287
20200629,가전/가구,여성,30대,20780
20150716,주유,여성,40대,99088
20200502,패션/잡화,남성,60대이상,13712
20150526,할인점/마트,남성,50대,312602
20200607,백화점/상품권/아울렛,여성,50대,109429
20200509,주유,여성,30대,51794
20150615,자동차,남성,50대,22422
20190620,요식/유흥,남성,60대이상,284829
20150715,미용,남성,20대,13597
20150527,백화점/상품권/아울렛,남성,30대,62517
20200629,의료,여성,40대,266161
20190503,백화점/상품권/아울렛,남성,60대이상,26829
20150720,주유,여성,60대이상,22616
20190718,주유,남성,40대,218425
20190507,백화점/상품권/아울렛,여성,50대,86546
20190707,스포츠/문화/레저,여성,60대이상,21943
20150516,교육/학원,여성,40대,55321
20200515,백화점/상품권/아울렛,남성,20대,17051
20200529,편의점,여성,40대,280863
20150706,미용,여성,20대,39953
20150511,교육/학원,남성,40대,59724
20190720,요식/유흥,남성,40대,1293641
20190620,패션/잡화,여성,20대,31480
20150713,백화점/상품권/아울렛,남성,40대,48828
20190529,요식/유흥,여성,50대,587613
20150721,여행/교통,남성,50대,36663
20190731,편의점,여성,40대,295345
20150620,주유,여성,30대,71315
20150616,편의점,여성,60대이상,16654
20190527,스포츠/문화/레저,여성,20대,37541
20150604,가정생활/서비스,여성,40대,1552
20150612,백화점/상품권/아울렛,남성,50대,36628
20200527,요식/유흥,여성,50대,471929
20200504,주유,여성,60대이상,36312
20200503,의료,남성,20대,14845
20150531,의료,남성,30대,61392
20200616,할인점/마트,남성,30대,458100
20200520,교육/학원,여성,60대이상,5195
20200721,자동차,여성,50대,21861
20150601,여행/교통,여성,40대,28380
20200515,가정생활/서비스,여성,50대,790
20190705,할인점/마트,남성,30대,543473
20190513,가전/가구,남성,20대,11767
20190704,편의점,남성,20대,406671
20190518,가전/가구,여성,50대,32351
20150724,백화점/상품권/아울렛,남성,40대,75615
20200623,주유,여성,20대,21189
20200505,가정생활/서비스,여성,50대,1078
20150730,할인점/마트,여성,20대,163476
20200710,주유,여성,30대,53963
20200618,주유,남성,50대,173470
20190616,여행/교통,남성,50대,58336
20200705,가전/가구,여성,30대,18828
20190726,가전/가구,여성,50대,29895
20200607,스포츠/문화/레저,남성,50대,98470
20200509,교육/학원,남성,20대,6329
20190715,패션/잡화,남성,40대,21498
20190608,백화점/상품권/아울렛,남성,40대,158493
20200510,교육/학원,여성,40대,33503
20200728,할인점/마트,남성,30대,364386
20200518,주유,남성,40대,186650
20150626,의료,남성,40대,173038
20150701,의료,여성,30대,151687
20150618,스포츠/문화/레저,남성,40대,62584
20200505,여행/교통,남성,40대,63136
20150530,백화점/상품권/아울렛,여성,60대이상,33489
20150615,의료,남성,50대,150489
20200724,의료,여성,20대,62577
20150527,백화점/상품권/아울렛,남성,20대,12955
20190510,가전/가구,남성,30대,72854
20200630,백화점/상품권/아울렛,여성,50대,72523
20200706,가정생활/서비스,여성,60대이상,1026
20190627,주유,여성,60대이상,40796
20190613,교육/학원,여성,50대,22412
20190529,가정생활/서비스,여성,60대이상,1257
20190627,가정생활/서비스,여성,50대,2477
20190503,편의점,남성,50대,281613
20150618,패션/잡화,남성,20대,9672
20200502,할인점/마트,여성,60대이상,354321
20200618,가전/가구,남성,60대이상,25824
20150716,할인점/마트,여성,40대,609484
20150628,스포츠/문화/레저,남성,60대이상,19045
20150630,가전/가구,남성,60대이상,12756
20150713,교육/학원,여성,40대,79068
20190712,가정생활/서비스,여성,30대,23314
20150503,여행/교통,여성,60대이상,7363
20200520,편의점,남성,40대,616261
20200516,주유,남성,60대이상,98760
20200607,요식/유흥,여성,60대이상,169199
20200625,가정생활/서비스,여성,40대,2175
20190705,스포츠/문화/레저,남성,40대,124212
20150728,편의점,여성,40대,138828
20150610,가전/가구,여성,50대,28514
20190601,할인점/마트,여성,30대,586567
20200604,편의점,여성,50대,159042
20200509,주유,남성,50대,152172
20150620,자동차,남성,30대,28940
20150715,가전/가구,여성,20대,9269
20190505,자동차,여성,50대,9747
20150728,주유,여성,30대,82589
20190509,가정생활/서비스,여성,40대,8977
20200721,의료,남성,30대,149008
20150520,여행/교통,남성,50대,34742
20190609,요식/유흥,남성,20대,529268
20200724,가정생활/서비스,여성,40대,1889
20150518,가정생활/서비스,남성,20대,486
20150522,할인점/마트,남성,30대,538848
20190702,할인점/마트,여성,40대,679182
20200611,의료,여성,20대,88055
20200617,요식/유흥,남성,40대,990488
20150625,교육/학원,여성,40대,59723
20200519,할인점/마트,남성,20대,134862
20200702,백화점/상품권/아울렛,여성,30대,80017
20190701,스포츠/문화/레저,남성,20대,80287
20190518,미용,남성,50대,41523
20200620,패션/잡화,남성,20대,17803
20190726,의료,남성,50대,209351
20200515,스포츠/문화/레저,남성,50대,58224
20200617,의료,여성,40대,216833
20200726,미용,여성,40대,39899
20150502,편의점,남성,30대,355421
20190730,교육/학원,남성,30대,34794
20190722,백화점/상품권/아울렛,여성,40대,109875
20190502,백화점/상품권/아울렛,여성,20대,50049
20200614,가전/가구,여성,40대,26088
20200517,스포츠/문화/레저,여성,30대,56966
20200706,교육/학원,여성,40대,71094
20190506,가정생활/서비스,남성,30대,1914
20200612,주유,여성,30대,56884
20150712,백화점/상품권/아울렛,여성,20대,80212
20200611,편의점,남성,50대,332842
20200727,할인점/마트,남성,30대,369099
20150608,가전/가구,여성,30대,20349
20190517,의료,여성,60대이상,168660
20150510,자동차,여성,40대,4787
20190707,교육/학원,남성,50대,18409
20150705,스포츠/문화/레저,여성,60대이상,12353
20200730,미용,여성,20대,31415
20150519,가정생활/서비스,여성,20대,314
20150503,할인점/마트,여성,20대,175266
20150606,가전/가구,남성,30대,29181
20200617,주유,여성,50대,72091
20190725,자동차,여성,30대,20792
20190713,백화점/상품권/아울렛,남성,50대,81588
20190716,자동차,여성,40대,27420
20200529,요식/유흥,남성,40대,1246165
20200528,패션/잡화,여성,60대이상,22409
20150508,미용,남성,40대,33534
20190520,편의점,여성,30대,289736
20200713,스포츠/문화/레저,여성,40대,30485
20150509,여행/교통,여성,30대,48361
20190610,의료,남성,50대,260354
20150613,여행/교통,남성,40대,55780
20200609,편의점,여성,60대이상,57500
20190702,할인점/마트,여성,50대,540755
20190731,미용,남성,20대,20937
20190530,백화점/상품권/아울렛,여성,30대,125781
20200723,편의점,남성,50대,319504
20200501,미용,여성,50대,35866
20200515,스포츠/문화/레저,여성,50대,35550
20150501,가정생활/서비스,남성,40대,2455
20200616,패션/잡화,남성,20대,9636
20200526,스포츠/문화/레저,남성,60대이상,33903
20190527,요식/유흥,여성,50대,516176
20150605,가정생활/서비스,남성,20대,458
20150727,스포츠/문화/레저,여성,40대,101558
20190501,자동차,여성,40대,26349
20150528,패션/잡화,여성,60대이상,17959
20200524,의료,남성,20대,16588
20150530,요식/유흥,남성,60대이상,153218
20150614,주유,남성,40대,171550
20150701,교육/학원,여성,40대,80537
20150513,할인점/마트,여성,50대,412320
20200510,편의점,여성,40대,211021
20200521,의료,여성,30대,212223
20200715,백화점/상품권/아울렛,남성,60대이상,22937
20200502,교육/학원,남성,20대,6425
20150715,자동차,여성,50대,10408
20150715,주유,여성,40대,100432
20200628,주유,남성,50대,162467
20200606,스포츠/문화/레저,여성,40대,71066
20150503,스포츠/문화/레저,여성,20대,49185
20200701,교육/학원,남성,50대,41951
20200710,의료,남성,20대,32853
20200606,가전/가구,남성,50대,51856
20200530,미용,여성,50대,39713
20150624,주유,남성,20대,38084
20150530,가전/가구,남성,20대,8903
20190517,백화점/상품권/아울렛,여성,20대,57123
20190720,자동차,여성,50대,15627
20190729,요식/유흥,남성,30대,1005602
20200705,의료,여성,50대,25863
20150627,교육/학원,남성,40대,53479
20200505,백화점/상품권/아울렛,여성,30대,206881
20200614,주유,남성,60대이상,77461
20200629,여행/교통,남성,60대이상,18616
20200625,미용,여성,30대,38863
20200714,가전/가구,남성,30대,23011
20200503,여행/교통,여성,50대,32933
20200724,요식/유흥,남성,50대,792791
20200611,자동차,여성,40대,23610
20200621,가전/가구,여성,60대이상,10270
20150531,가전/가구,여성,30대,20055
20150702,패션/잡화,여성,60대이상,17325
20150524,자동차,여성,40대,5599
20200707,스포츠/문화/레저,여성,50대,47695
20200516,편의점,남성,60대이상,86746
20190723,미용,남성,30대,35580
20190505,할인점/마트,여성,40대,733005
20190614,교육/학원,남성,50대,22429
20150616,편의점,여성,20대,141148
20190531,가전/가구,남성,20대,10559
20190701,주유,여성,60대이상,38958
20190731,요식/유흥,여성,50대,600232
20150506,편의점,남성,30대,317472
20150625,패션/잡화,여성,60대이상,15001
20150615,가정생활/서비스,여성,60대이상,471
20150623,할인점/마트,여성,20대,159500
20150702,패션/잡화,여성,30대,52656
20200613,미용,여성,20대,54939
20190701,여행/교통,여성,40대,46529
20200702,미용,여성,40대,40559
20200525,자동차,여성,30대,19211
20190619,요식/유흥,남성,50대,685031
20200512,백화점/상품권/아울렛,여성,30대,77908
20190502,미용,남성,30대,42465
20200629,백화점/상품권/아울렛,여성,20대,32046
20190601,여행/교통,남성,60대이상,26008
20190618,의료,남성,20대,48254
20150717,가전/가구,남성,50대,29796
20190527,할인점/마트,남성,20대,142264
20190622,패션/잡화,남성,20대,20377
20190608,교육/학원,남성,50대,26527
20150705,가정생활/서비스,남성,30대,1477
20190616,주유,남성,60대이상,82445
20200703,할인점/마트,여성,40대,581466
20150716,자동차,남성,50대,22622
20200720,의료,남성,30대,184279
20150608,의료,여성,40대,230776
20150616,백화점/상품권/아울렛,남성,20대,12000
20190709,교육/학원,여성,60대이상,6571
20150721,여행/교통,여성,60대이상,6661
20150716,교육/학원,여성,20대,11089
20190626,미용,여성,30대,47063
20150703,가전/가구,남성,30대,27057
20150709,패션/잡화,여성,60대이상,15123
20150627,가전/가구,여성,50대,28571
20200721,가전/가구,여성,60대이상,23501
20200728,주유,남성,60대이상,123856
20150618,자동차,남성,50대,20521
20150618,자동차,여성,60대이상,3059
20190712,미용,여성,50대,42122
20200719,의료,여성,50대,22667
20190701,백화점/상품권/아울렛,여성,60대이상,43191
20150504,요식/유흥,여성,60대이상,110098
20150705,교육/학원,남성,20대,5060
20190524,의료,여성,30대,283355
20150728,주유,남성,20대,42449
20190509,패션/잡화,남성,40대,28322
20150611,교육/학원,여성,40대,50115
20150626,편의점,여성,40대,116037
20150518,편의점,남성,60대이상,18240
20150527,여행/교통,남성,60대이상,12418
20200624,가전/가구,여성,60대이상,15965
20190707,주유,남성,60대이상,81733
20150524,교육/학원,여성,20대,8647
20190522,패션/잡화,남성,40대,28535
20150606,의료,여성,60대이상,16317
20150526,여행/교통,여성,60대이상,7440
20200507,패션/잡화,남성,30대,17169
20190518,여행/교통,남성,20대,41825
20190519,패션/잡화,남성,20대,15767
20200710,가정생활/서비스,여성,20대,260
20190718,요식/유흥,남성,20대,434952
20150505,백화점/상품권/아울렛,남성,60대이상,24120
20200505,여행/교통,남성,30대,57039
20190504,여행/교통,남성,30대,128086
20200731,패션/잡화,남성,60대이상,14933
20190618,여행/교통,남성,20대,24994
20190731,가정생활/서비스,여성,30대,17738
20150726,편의점,여성,40대,127426
20190511,가전/가구,여성,30대,29264
20190612,스포츠/문화/레저,남성,60대이상,29729
20190707,패션/잡화,남성,50대,27501
20190723,패션/잡화,여성,20대,24812
20150522,미용,여성,50대,33790
20150717,요식/유흥,남성,40대,850876
20190722,미용,여성,60대이상,16287
20150629,미용,여성,40대,53307
20200504,백화점/상품권/아울렛,남성,40대,100091
20200726,요식/유흥,여성,50대,584285
20190720,요식/유흥,여성,50대,565699
20190725,교육/학원,남성,30대,34805
20150625,요식/유흥,남성,20대,287981
20200730,편의점,남성,50대,382210
20150524,요식/유흥,남성,60대이상,159858
20190714,할인점/마트,여성,20대,145056
20200718,자동차,여성,50대,19059
20150529,가정생활/서비스,여성,40대,2627
20150708,편의점,남성,60대이상,20039
20190529,여행/교통,남성,50대,55577
20190625,주유,남성,30대,162550
20200715,여행/교통,남성,20대,13828
20190526,자동차,여성,30대,19174
20200626,스포츠/문화/레저,여성,40대,51116
20150517,여행/교통,여성,20대,37707
20150607,스포츠/문화/레저,여성,50대,42522
20190604,교육/학원,남성,20대,8137
20150620,스포츠/문화/레저,여성,60대이상,12311
20190722,주유,남성,60대이상,113362
20200518,요식/유흥,남성,60대이상,287829
20150716,스포츠/문화/레저,남성,40대,72132
20200624,자동차,여성,20대,6520
20200729,요식/유흥,남성,20대,273326
20200624,요식/유흥,남성,40대,913212
20200616,주유,여성,50대,72747
20190502,자동차,남성,20대,13711
20200724,요식/유흥,여성,40대,804724
20150725,편의점,여성,30대,139459
20150629,주유,남성,30대,151310
20190731,여행/교통,여성,30대,74648
20200714,의료,남성,60대이상,231748
20200719,자동차,여성,50대,8873
20200519,가전/가구,여성,60대이상,19290
20190604,주유,여성,60대이상,38750
20150512,요식/유흥,여성,60대이상,94491
20150529,백화점/상품권/아울렛,남성,20대,16675
20150723,패션/잡화,여성,50대,38515
20150523,스포츠/문화/레저,남성,30대,156784
20200614,자동차,여성,50대,8566
20190606,여행/교통,여성,20대,41025
20190612,가정생활/서비스,남성,50대,1693
20150611,패션/잡화,남성,50대,17398
20190512,스포츠/문화/레저,남성,50대,103586
20150621,의료,여성,30대,32151
20190528,가정생활/서비스,여성,50대,2293
20200611,스포츠/문화/레저,여성,30대,28397
20190502,가정생활/서비스,남성,50대,3455
20200625,미용,남성,50대,25230
20150719,백화점/상품권/아울렛,남성,50대,60348
20150611,스포츠/문화/레저,남성,20대,26937
20190505,주유,남성,60대이상,94136
20200726,주유,남성,50대,161342
20190509,자동차,여성,30대,22053
20190612,편의점,남성,40대,595829
20200712,가정생활/서비스,남성,20대,175
20190619,주유,남성,50대,200125
20200719,요식/유흥,남성,50대,741968
20200523,요식/유흥,여성,20대,584603
20150721,교육/학원,남성,60대이상,4153
20200720,요식/유흥,여성,20대,323715
20200608,미용,여성,60대이상,14502
20150502,미용,여성,40대,69202
20150504,주유,남성,30대,186086
20150602,가정생활/서비스,여성,20대,401
20200502,미용,남성,60대이상,8991
20150712,자동차,남성,30대,10814
20200513,백화점/상품권/아울렛,남성,50대,33751
20150611,자동차,여성,40대,12311
20190727,요식/유흥,남성,50대,829541
20150611,여행/교통,여성,20대,20680
20190716,의료,여성,40대,260245
20200610,주유,여성,30대,52046
20150724,할인점/마트,남성,30대,529623
20150510,교육/학원,여성,60대이상,2020
20200531,패션/잡화,남성,30대,37587
20200626,요식/유흥,여성,40대,819098
20190731,요식/유흥,남성,30대,1044750
20190721,백화점/상품권/아울렛,남성,30대,172932
20150517,주유,여성,40대,92184
20200726,여행/교통,남성,20대,25260
20200603,가정생활/서비스,남성,50대,1514
20150628,주유,여성,60대이상,19948
20200711,가전/가구,남성,20대,7672
20150725,교육/학원,여성,60대이상,2665
20150519,교육/학원,여성,30대,35285
20200503,편의점,남성,30대,568241
20190621,요식/유흥,남성,30대,1105062
20200708,편의점,남성,50대,380711
20150526,주유,여성,30대,72992
20150525,할인점/마트,남성,50대,408505
20150614,의료,남성,60대이상,6398
20150730,미용,남성,60대이상,4941
20200710,의료,여성,60대이상,184442
20190508,교육/학원,남성,40대,78903
20150710,가전/가구,여성,20대,10658
20190617,요식/유흥,남성,30대,938516
20190723,가정생활/서비스,여성,50대,2661
20200705,교육/학원,남성,20대,4307
20200621,요식/유흥,남성,20대,488039
20190718,교육/학원,남성,40대,59975
20150602,백화점/상품권/아울렛,남성,60대이상,12909
20150713,가전/가구,여성,20대,8950
20150502,자동차,남성,50대,22407
20190718,주유,여성,40대,96301
20150702,스포츠/문화/레저,남성,20대,28207
20200720,가전/가구,남성,50대,47915
20190611,자동차,여성,50대,21480
20190627,가정생활/서비스,여성,40대,9593
20150602,스포츠/문화/레저,여성,50대,42707
20150716,자동차,남성,40대,30015
20200507,패션/잡화,남성,40대,22048
20190505,편의점,남성,30대,683639
20190609,편의점,여성,30대,285719
20200527,가정생활/서비스,남성,60대이상,1377
20200619,편의점,남성,50대,338381
20200722,여행/교통,여성,30대,28901
20150715,의료,남성,30대,174409
20150627,미용,여성,40대,69554
20190609,요식/유흥,여성,20대,569214
20200623,가전/가구,남성,20대,9003
20190715,할인점/마트,남성,60대이상,250552
20200526,패션/잡화,남성,60대이상,18021
20190604,편의점,여성,50대,191865
20150627,패션/잡화,남성,60대이상,10187
20200529,교육/학원,남성,60대이상,6825
20200614,할인점/마트,남성,60대이상,266486
20200708,할인점/마트,여성,40대,525356
20190729,가전/가구,남성,50대,44851
20150723,자동차,여성,40대,14073
20190627,할인점/마트,남성,60대이상,268573
20200704,가정생활/서비스,남성,60대이상,880
20190710,스포츠/문화/레저,여성,20대,36419
20200625,요식/유흥,남성,60대이상,287697
20190511,교육/학원,남성,60대이상,5049
20190726,미용,남성,40대,43619
20150504,자동차,남성,20대,9095
20150721,여행/교통,남성,30대,56383
20190605,여행/교통,여성,30대,57558
20190531,가정생활/서비스,여성,30대,24050
20190630,스포츠/문화/레저,여성,30대,105470
20200602,편의점,여성,30대,266318
20200604,백화점/상품권/아울렛,여성,50대,69126
20200720,편의점,남성,40대,608321
20150708,스포츠/문화/레저,남성,30대,53563
20200701,백화점/상품권/아울렛,여성,20대,25361
20190502,가정생활/서비스,여성,40대,9403
20150608,자동차,여성,40대,14104
20200504,의료,남성,30대,243283
20190517,가전/가구,남성,40대,41534
20150708,할인점/마트,남성,30대,455759
20190527,가정생활/서비스,여성,30대,23197
20200725,자동차,여성,30대,21669
20190609,주유,남성,50대,163122
20200602,미용,여성,40대,49339
20200507,자동차,여성,60대이상,10260
20200726,여행/교통,여성,40대,44178
20200619,자동차,여성,60대이상,9294
20190608,백화점/상품권/아울렛,여성,20대,87811
20150509,의료,남성,60대이상,53851
20190719,자동차,남성,50대,37940
20190518,패션/잡화,여성,50대,54214
20190716,주유,남성,30대,153372
20200605,요식/유흥,남성,20대,458493
20150729,편의점,남성,40대,225957
20200722,가전/가구,남성,50대,33276
20200624,주유,남성,60대이상,96441
20150730,가전/가구,여성,40대,41329
20150503,주유,여성,20대,25635
20150504,백화점/상품권/아울렛,여성,50대,99738
20200701,교육/학원,여성,30대,32904
20150618,교육/학원,남성,20대,4999
20200524,여행/교통,여성,20대,29944
20190505,주유,여성,20대,29465
20200626,주유,남성,20대,50847
20150704,할인점/마트,여성,30대,585780
20200727,가정생활/서비스,여성,40대,7656
20150626,패션/잡화,여성,30대,50814
20200502,편의점,남성,50대,281117
20190708,백화점/상품권/아울렛,남성,30대,55661
20200503,미용,여성,40대,34118
20190530,할인점/마트,여성,20대,163387
20150714,백화점/상품권/아울렛,남성,60대이상,13297
20150517,할인점/마트,남성,60대이상,148622
20200702,자동차,남성,50대,42639
20200606,백화점/상품권/아울렛,여성,20대,81133
20200629,교육/학원,여성,20대,11923
20200731,가정생활/서비스,여성,20대,232
20190608,스포츠/문화/레저,여성,50대,81679
20190728,가전/가구,남성,20대,6952
20200617,가정생활/서비스,남성,50대,1172
20190526,패션/잡화,남성,30대,40432
20150522,할인점/마트,여성,50대,450826
20190529,요식/유흥,남성,30대,1005535
20190504,백화점/상품권/아울렛,남성,60대이상,36640
20200513,가정생활/서비스,남성,40대,2775
20200723,자동차,여성,30대,16415
20200607,가정생활/서비스,남성,50대,1811
20190608,할인점/마트,여성,60대이상,354668
20190628,편의점,남성,30대,752111
20190516,미용,여성,30대,57324
20200719,주유,여성,40대,65874
20150715,자동차,남성,20대,6411
20200516,요식/유흥,남성,20대,547897
20190514,백화점/상품권/아울렛,남성,60대이상,21425
20190726,가전/가구,여성,40대,29999
20190728,가정생활/서비스,여성,20대,481
20200611,요식/유흥,여성,30대,669922
20150611,의료,여성,40대,158400
20200529,백화점/상품권/아울렛,여성,20대,40632
20200601,스포츠/문화/레저,여성,60대이상,21284
20190514,주유,남성,50대,196644
20200705,주유,여성,60대이상,39273
20190516,자동차,남성,50대,40930
20190513,스포츠/문화/레저,여성,40대,60482
20190530,할인점/마트,여성,40대,661142
20150703,여행/교통,남성,40대,60630
20200624,여행/교통,남성,40대,47943
20200518,주유,여성,30대,48241
20150624,스포츠/문화/레저,남성,20대,27744
20200602,교육/학원,여성,50대,20920
20200622,요식/유흥,여성,20대,439787
20190517,할인점/마트,남성,60대이상,278722
20190607,가정생활/서비스,남성,60대이상,956
20150505,미용,남성,30대,37599
20200516,백화점/상품권/아울렛,남성,50대,73441
20200722,여행/교통,남성,60대이상,22875
20190531,의료,여성,40대,278491
20200701,교육/학원,여성,60대이상,7971
20150716,미용,여성,30대,49591
20190629,편의점,남성,30대,683964
20190718,패션/잡화,여성,30대,33799
20150531,패션/잡화,여성,20대,41382
20190512,교육/학원,남성,60대이상,3538
20190513,백화점/상품권/아울렛,여성,40대,108143
20190622,요식/유흥,여성,20대,674047
20150716,요식/유흥,남성,60대이상,139178
20190726,의료,남성,40대,273767
20150603,자동차,남성,40대,29925
20150721,의료,여성,30대,173145
20200610,가정생활/서비스,여성,40대,6009
20200708,여행/교통,여성,60대이상,12272
20150503,요식/유흥,여성,50대,336069
20150501,편의점,여성,20대,144098
20190707,할인점/마트,남성,60대이상,264878
20190505,스포츠/문화/레저,남성,40대,265284
20200618,가전/가구,여성,50대,31043
20150517,백화점/상품권/아울렛,남성,60대이상,19582
20200522,할인점/마트,여성,50대,476695
20150601,요식/유흥,남성,30대,749945
20190507,백화점/상품권/아울렛,남성,60대이상,20365
20200728,스포츠/문화/레저,여성,30대,33073
20150709,패션/잡화,남성,30대,26650
20150715,가전/가구,남성,60대이상,14073
20200531,의료,남성,30대,68292
20150627,여행/교통,남성,20대,41104
20190628,의료,남성,30대,234906
20150616,교육/학원,남성,20대,5208
20190622,편의점,남성,60대이상,81785
20200513,할인점/마트,여성,40대,539358
20200701,가정생활/서비스,여성,20대,530
20190603,의료,남성,30대,301514
20200528,미용,여성,50대,33554
20190726,교육/학원,남성,20대,7629
20150704,미용,남성,50대,23485
20150626,자동차,여성,40대,13589
20200723,편의점,여성,20대,177035
20200721,의료,여성,20대,64471
20150724,주유,여성,20대,26175
20150603,가정생활/서비스,여성,20대,382
20150605,가정생활/서비스,남성,30대,1272
20150509,백화점/상품권/아울렛,남성,50대,63086
20190615,스포츠/문화/레저,남성,30대,172791
20200625,자동차,남성,60대이상,22215
20200516,요식/유흥,여성,30대,760345
20150521,백화점/상품권/아울렛,남성,50대,33905
20190615,자동차,여성,50대,18373
20200617,가전/가구,여성,30대,20752
20150516,가전/가구,남성,30대,38238
20190617,패션/잡화,여성,30대,32741
20200519,편의점,남성,30대,646583
20200511,주유,여성,30대,51089
20150727,백화점/상품권/아울렛,남성,40대,62738
20200705,가전/가구,여성,60대이상,12599
20200515,편의점,여성,30대,265528
20200722,백화점/상품권/아울렛,여성,40대,86477
20150611,주유,여성,60대이상,19573
20190619,미용,남성,20대,20755
20190530,요식/유흥,남성,50대,692194
20150522,백화점/상품권/아울렛,여성,50대,92580
20200512,가정생활/서비스,남성,60대이상,925
20150717,미용,남성,50대,23342
20200526,가정생활/서비스,여성,50대,1394
20150602,스포츠/문화/레저,여성,40대,53898
20150710,주유,남성,20대,47327
20150515,의료,남성,40대,203757
20150514,패션/잡화,여성,50대,46936
20200628,스포츠/문화/레저,남성,40대,131200
20150610,주유,여성,60대이상,20813
20190703,백화점/상품권/아울렛,여성,20대,45094
20190704,편의점,남성,50대,294102
20190523,교육/학원,여성,50대,20430
20190731,편의점,남성,60대이상,79356
20200728,할인점/마트,남성,40대,598332
20200523,주유,여성,60대이상,31224
20150609,의료,남성,50대,133537
20150615,백화점/상품권/아울렛,남성,20대,7930
20200709,여행/교통,남성,40대,54166
20150505,할인점/마트,남성,60대이상,161916
20200731,자동차,남성,20대,11184
20150522,패션/잡화,남성,20대,11926
20190503,미용,남성,20대,24832
20190605,스포츠/문화/레저,여성,30대,57794
20200606,교육/학원,남성,40대,66295
20200509,패션/잡화,여성,20대,25658
20190517,의료,남성,30대,259987
20190627,편의점,여성,40대,309504
20200613,요식/유흥,여성,50대,512842
20190509,자동차,남성,60대이상,20566
20200610,백화점/상품권/아울렛,여성,40대,102024
20150705,여행/교통,여성,50대,24499
20190530,백화점/상품권/아울렛,남성,50대,42382
20200723,백화점/상품권/아울렛,여성,30대,75902
20200630,자동차,남성,30대,38543
20150703,자동차,남성,50대,21928
20150705,편의점,여성,20대,133218
20200531,스포츠/문화/레저,남성,60대이상,37062
20190720,가정생활/서비스,여성,50대,1458
20190503,패션/잡화,여성,40대,62272
20190703,편의점,여성,50대,176431
20150630,자동차,남성,50대,23789
20190508,미용,여성,30대,51856
20190717,주유,남성,60대이상,108273
20200513,미용,남성,60대이상,8348
20200519,여행/교통,여성,40대,22319
20190718,교육/학원,여성,60대이상,5680
20200504,패션/잡화,남성,60대이상,13576
20200619,편의점,남성,40대,667848
20200611,미용,여성,30대,42159
20150507,주유,여성,30대,70122
20150504,미용,여성,40대,57385
20150503,가정생활/서비스,남성,50대,1042
20200521,자동차,여성,30대,20057
20190704,자동차,남성,40대,51207
20190509,스포츠/문화/레저,남성,20대,68440
20190702,주유,남성,60대이상,107348
20200517,요식/유흥,여성,50대,454671
20150503,편의점,여성,60대이상,12827
20190718,할인점/마트,남성,60대이상,257764
20200722,미용,여성,30대,36460
20190725,패션/잡화,남성,30대,18456
20190726,의료,여성,30대,240107
20190524,요식/유흥,여성,40대,1007781
20190721,할인점/마트,여성,40대,722385
20190710,가정생활/서비스,여성,20대,1666
20200705,자동차,여성,30대,14065
20200601,스포츠/문화/레저,남성,30대,64020
20200705,의료,남성,60대이상,19042
20150521,의료,남성,60대이상,96939
20200605,할인점/마트,남성,20대,143863
20150621,스포츠/문화/레저,남성,60대이상,17748
20190611,가정생활/서비스,여성,40대,9570
20150603,편의점,남성,40대,207910
20190626,교육/학원,남성,40대,68790
20200529,주유,남성,20대,46915
20190629,가정생활/서비스,여성,20대,2070
20200530,가정생활/서비스,여성,20대,931
20150606,의료,여성,30대,81229
20150717,스포츠/문화/레저,여성,40대,85403
20150620,의료,남성,30대,162603
20200514,가정생활/서비스,여성,20대,593
20190502,가정생활/서비스,여성,50대,3064
20200522,가전/가구,남성,40대,51597
20190506,백화점/상품권/아울렛,남성,20대,44758
20190525,스포츠/문화/레저,남성,20대,129727
20200505,백화점/상품권/아울렛,남성,30대,163492
20150528,미용,남성,20대,14022
20190705,의료,여성,20대,96145
20190619,의료,남성,30대,221681
20190609,편의점,남성,40대,536214
20150526,교육/학원,남성,20대,5650
20190702,자동차,남성,40대,50698
20190505,여행/교통,여성,50대,56761
20190601,편의점,여성,50대,178003
20190624,백화점/상품권/아울렛,남성,50대,37700
20150718,스포츠/문화/레저,남성,50대,73814
